1,0,56,1
2,0,59,-2
3,1,60,0
4,1,59,0
5,1,60,1
6,1,60,2
7,1,59,1
8,1,58,0
9,1,59,-1
10,1,60,0
11,1,59,0
12,1,57,0
13,1,55,0
14,1,56,-1
15,1,57,-2
16,1,58,-3
17,1,58,-2
18,1,60,-1
19,1,62,-1
20,1,61,-2
21,1,57,-2
22,1,57,-1
23,1,58,0
24,1,60,0
25,1,61,0
26,1,61,0
27,1,61,0
28,1,61,0
29,1,61,1
30,1,60,1
31,1,60,1
32,1,60,1
33,1,60,1
34,1,59,1
35,1,59,0
36,1,58,0
37,1,59,-2
38,1,61,-3
39,1,59,-1
40,1,59,-2
41,1,59,-1
42,1,57,1
43,1,55,1
44,1,56,3
45,1,58,3
46,1,57,3
47,1,58,3
48,1,61,4
49,1,60,3
50,1,58,3
51,1,57,3
52,1,55,3
53,1,56,4
54,1,58,4
55,1,58,4
56,1,57,5
57,1,57,5
58,1,58,5
59,1,59,4
60,1,59,4
61,1,60,5
62,1,59,5
63,1,56,5
64,1,55,5
65,1,54,4
66,1,55,4
67,1,56,4
68,1,54,5
69,1,55,6
70,1,56,6
71,1,57,5
72,1,57,5
73,1,57,6
74,1,56,6
75,1,58,4
76,1,60,3
77,1,57,4
78,1,55,4
79,1,56,3
80,1,56,1
81,1,58,2
82,1,60,2
83,1,64,2
84,1,65,3
85,1,63,3
86,1,61,3
87,1,59,3
88,1,58,3
89,1,59,2
90,1,59,2
91,1,59,2
92,1,59,3
93,1,59,4
94,1,58,4
95,1,58,3
96,1,56,2
97,1,56,3
98,1,58,3
99,1,58,3
100,1,57,3
101,1,57,4
102,1,58,4
103,1,56,4
104,1,55,4
105,1,57,3
106,1,58,2
107,1,59,3
108,1,58,3
109,1,58,4
110,1,58,4
111,1,56,4
112,1,56,3
113,1,55,3
114,1,55,2
115,1,56,1
116,1,57,1
117,1,58,1
118,1,59,1
119,1,60,1
120,1,62,3
121,1,62,4
122,1,58,6
123,1,57,6
124,1,59,6
125,1,59,6
126,1,58,5
127,1,56,4
128,1,55,4
129,1,56,3
130,1,57,3
131,1,56,2
132,1,56,3
133,1,57,4
134,1,57,4
135,1,55,4
136,1,54,4
137,1,55,4
138,1,56,2
139,1,56,0
140,1,57,0
141,1,57,1
142,1,57,2
143,1,61,2
144,1,63,2
145,1,61,2
146,1,59,3
147,1,58,2
148,1,59,2
149,1,59,2
150,1,59,1
151,1,60,1
175,5,22,-4
176,8,26,-4
177,4,25,-4
178,8,26,-5
179,8,27,-6
180,8,30,-7
181,8,30,-6
182,8,31,-4
183,8,33,-1
184,8,30,-1
185,8,28,-2
186,8,26,-3
187,8,27,-1
188,8,30,1
189,8,32,0
190,8,31,-1
191,8,29,-1
192,8,25,-1
193,8,25,-1
194,8,30,-1
195,8,32,-1
196,8,30,-2
197,8,30,-1
198,8,30,-1
199,8,29,-2
200,3,-153,-1
204,3,7,-3
245,0,-108,20
246,0,-107,15
247,0,-106,10
248,0,-107,8
249,0,-106,9
250,0,-102,11
251,0,-97,9
252,0,-95,7
253,0,-92,6
254,0,-88,5
255,0,-88,5
256,0,-88,3
257,0,-87,3
258,0,-81,3
259,0,-75,0
260,0,-76,-1
261,0,-77,-2
262,0,-77,0
263,0,-74,0
264,0,-72,0
265,0,-71,-1
266,0,-65,-1
267,0,-60,-2
268,0,-58,-2
269,0,-59,-1
270,0,-60,-1
271,0,-58,-2
272,0,-53,-3
273,0,-53,-2
274,0,-51,-2
275,0,-47,-2
276,0,-46,-1
277,0,-44,-2
278,0,-41,-3
279,0,-42,-2
280,0,-29,7
281,0,-34,3
282,0,-35,-2
283,0,-33,-2
284,0,-31,-2
