4,1,154,19
5,1,157,19
6,1,156,18
7,1,150,16
8,1,143,15
9,1,137,16
10,1,136,18
11,1,138,19
12,1,142,20
13,1,147,25
14,1,142,30
15,1,123,28
16,1,109,22
17,1,104,18
18,1,106,16
19,1,114,14
20,1,117,12
21,1,118,12
22,1,119,13
23,1,118,14
24,1,116,13
25,1,113,12
26,1,121,14
27,1,131,15
28,1,132,13
29,6,-47,-9
30,6,-46,-11
31,0,-49,-12
32,0,-51,-12
33,0,-54,-11
34,13,-56,-10
35,13,-56,-10
36,13,-57,-11
37,13,-58,-11
38,13,-60,-11
39,13,-63,-11
40,6,-82,2
41,13,-76,2
42,13,-74,1
42,12,-26,-12
43,13,-73,-3
44,13,-75,-5
45,13,-79,-5
46,13,-83,-4
47,13,-85,-3
48,13,-86,-1
49,13,-87,0
50,13,-89,-1
51,13,-91,-2
52,13,-94,-1
53,13,-97,-1
54,13,-101,-3
55,13,-104,-5
56,13,-105,-5
57,13,-107,-5
58,13,-109,-5
59,13,-110,-6
60,13,-110,-6
61,13,-112,-7
62,13,-114,-8
63,13,-116,-8
64,13,-117,-7
65,13,-117,-8
66,13,-118,-8
67,13,-120,-8
68,13,-121,-9
69,13,-122,-9
70,13,-124,-8
71,13,-127,-9
72,13,-131,-9
73,13,-134,-9
74,13,-134,-8
75,13,-135,-7
76,13,-135,-8
77,13,-136,-9
78,13,-137,-10
79,13,-140,-9
80,13,-143,2
81,13,-145,1
82,13,-147,0
83,13,-147,-1
84,13,-148,-4
85,13,-149,-6
86,13,-150,-8
87,13,-153,-9
88,13,-155,-10
89,13,-157,-10
90,13,-158,-10
91,13,-161,-9
92,13,-165,-6
93,13,-167,-5
113,7,-60,-3
114,7,-60,-4
115,7,-61,-3
116,7,-64,-3
117,7,-68,-4
118,7,-70,-3
119,7,-72,-2
120,7,-77,10
121,7,-76,4
122,7,-74,0
123,7,-74,1
124,7,-74,1
125,7,-74,0
126,7,-76,0
127,7,-76,-1
128,7,-75,-1
129,7,-74,0
130,7,-74,0
131,7,-74,0
132,7,-75,0
133,7,-76,1
134,7,-77,0
135,7,-77,-1
136,7,-76,-1
137,7,-76,-1
137,7,34,-21
138,7,-73,-1
139,7,-72,-1
140,7,-74,0
141,7,-75,0
142,7,-74,-1
143,7,-73,-3
144,7,-72,-5
145,7,-72,-4
146,7,-73,-3
147,7,-72,-3
148,7,-73,-3
149,7,-73,-3
150,7,-73,-3
151,7,-73,-3
152,7,-73,-4
153,7,-73,-6
154,7,-73,-5
155,7,-72,-4
156,7,-72,-3
157,7,-73,-2
158,7,-74,-2
159,7,-74,-2
160,7,-76,-1
161,7,-77,-1
162,7,-76,0
163,7,-75,0
164,7,-74,-1
165,7,-74,-1
166,7,-76,1
167,7,-74,2
168,7,-72,2
169,7,-73,2
170,7,-74,1
171,7,-73,1
172,7,-74,1
173,7,-74,0
174,7,-74,0
175,7,-75,1
176,7,-73,0
177,7,-71,0
178,7,-72,1
179,7,-72,0
180,7,-72,-1
181,7,-72,0
182,7,-71,0
182,7,-27,-12
183,7,-69,-1
184,7,-69,-1
184,7,-15,-13
185,7,-69,-1
186,7,-70,-1
187,7,-72,0
188,7,-75,-1
189,7,-75,-1
190,7,-73,0
191,7,-72,-1
192,7,-72,-1
193,7,-72,0
194,7,-72,-2
195,7,-73,-3
196,7,-74,-3
197,7,-75,-2
198,7,-75,-2
199,7,-73,-3
200,7,-84,11
201,7,-84,11
202,7,-82,7
203,7,-75,0
203,2,-48,-9
204,7,-71,-2
205,7,-70,-1
206,7,-71,0
207,7,-74,1
208,7,-74,1
209,7,-74,2
210,7,-76,3
211,7,-79,3
212,7,-80,2
213,7,-77,2
214,7,-74,2
215,7,-72,2
216,7,-73,3
217,7,-75,3
217,7,130,-3
218,7,-75,3
218,7,130,-3
219,7,-73,2
219,7,130,-3
220,7,-72,3
220,7,130,-3
221,7,-74,3
221,7,130,-3
222,7,-73,3
222,7,130,-3
223,7,-72,3
224,7,-72,4
225,7,-72,4
226,7,-72,3
227,7,-73,2
228,7,-74,1
229,7,-74,1
230,7,-75,2
231,7,-77,3
232,7,-77,4
233,7,-75,4
234,7,-73,3
235,7,-71,3
236,7,-73,3
237,7,-74,4
238,7,-76,4
239,7,-77,3
240,7,-89,-3
241,7,-86,-2
242,7,-80,-3
243,7,-77,-4
244,7,-75,-5
245,7,-74,-5
246,7,-75,-4
247,7,-75,-2
248,7,-75,-2
249,7,-74,-2
250,7,-75,-3
251,7,-74,-4
252,7,-73,-5
253,7,-73,-4
254,7,-72,-3
255,7,-72,-3
256,7,-72,-3
257,7,-71,-2
258,7,-70,-2
259,7,-71,-3
260,7,-73,-3
261,7,-73,-3
262,7,-72,-3
275,5,-124,-10
276,3,-123,-12
277,3,-125,-13
285,3,152,20
286,3,147,17
287,3,145,18
312,3,137,11
313,13,128,5
314,13,128,7
315,13,128,7
316,13,127,6
317,13,126,6
318,13,127,5
319,13,127,4
320,13,136,4
321,13,135,4
322,13,130,4
323,13,128,4
324,13,129,4
325,13,129,6
326,13,129,8
327,13,130,5
328,13,129,2
329,13,130,1
330,13,129,0
331,13,129,-1
332,13,130,-1
333,13,131,0
334,13,132,0
335,13,133,-1
336,13,133,0
337,13,130,0
338,13,129,1
339,13,129,0
340,13,130,0
341,13,131,1
342,13,132,1
343,13,133,1
344,13,132,2
345,13,131,3
346,13,132,3
347,13,131,2
348,13,132,1
349,13,132,1
350,13,131,1
351,13,129,0
352,13,129,0
353,13,130,0
354,13,130,1
355,13,131,2
356,13,132,3
357,13,132,3
358,13,130,3
359,13,129,4
360,13,139,-1
361,13,142,0
362,13,140,0
363,13,133,0
364,13,132,0
365,13,132,2
366,13,133,3
412,3,-9,-5
413,3,-8,-4
414,3,-8,-3
417,3,-1,-5
418,3,-2,-4
419,3,-5,-4
420,3,-5,-5
421,3,-5,-5
422,3,-5,-3
423,3,-5,-2
424,3,-5,-4
425,3,-7,-8
426,3,-5,-8
427,3,-2,-8
428,3,-3,-7
429,3,-5,-7
430,3,-6,-6
431,3,-6,-5
432,3,-4,-5
433,3,-5,-8
434,3,-2,-10
435,3,0,-7
436,3,-2,-5
437,3,-4,-4
438,3,-5,-4
439,3,-5,-6
443,3,-6,-1
444,3,-7,1
445,3,-8,2
446,3,-7,1
447,3,-6,0
448,3,-5,-1
449,3,-5,-1
450,3,-6,0
451,3,-5,0
452,3,-5,0
453,3,-8,-1
454,3,-12,-1
455,3,-12,-3
456,3,-12,-6
457,3,-9,-7
458,3,-5,-7
459,3,-5,-6
460,3,-5,-6
461,3,-5,-8
462,3,-6,-9
463,3,-5,-9
464,3,-5,-9
465,3,-7,-8
466,3,-10,-8
467,3,-14,-9
468,3,-21,-13
469,3,-26,-14
470,3,-18,-8
471,3,-14,-6
472,1,-8,-7
473,3,-12,-9
474,3,-11,-8
475,3,-10,-6
476,3,-10,-6
477,3,-13,-7
478,3,-14,-8
