14,1,57,-3
15,1,50,-5
16,1,44,-3
18,1,38,-1
23,1,30,-4
24,1,28,-9
25,1,30,-8
26,1,31,-5
27,1,31,-4
28,1,29,-2
29,1,27,-2
30,1,25,-1
31,1,23,-3
32,1,22,-1
33,1,19,0
34,1,16,1
35,1,13,1
36,1,9,1
37,1,4,0
38,1,1,0
39,1,0,0
40,1,1,-5
41,1,2,-1
42,1,2,-1
43,1,2,-2
48,1,18,-5
49,1,23,-2
50,1,27,-4
51,1,27,-6
52,1,29,-6
53,1,29,-6
54,1,29,-6
55,1,30,-5
56,1,31,-5
60,1,39,-11
61,1,40,-8
62,1,45,-6
63,1,45,-6
64,1,47,-7
65,1,48,-8
66,1,51,-9
67,1,52,-10
68,1,53,-9
69,1,57,-9
72,1,67,-8
73,1,63,-11
74,1,65,-10
75,1,68,-10
76,1,70,-10
77,1,72,-11
78,1,73,-12
79,1,74,-13
80,1,85,-7
81,1,81,-8
82,1,82,-7
83,1,84,-6
84,1,83,-5
85,1,87,-7
86,1,90,-4
87,1,91,-3
88,1,94,-3
89,1,98,-3
90,1,101,-5
91,1,104,-5
92,1,107,-5
93,1,108,-5
94,1,108,-6
95,1,110,-6
96,1,111,-7
97,1,112,-6
98,1,114,-6
99,1,114,-5
100,1,116,-6
102,1,123,-6
103,1,122,-5
104,1,123,-6
105,1,126,-5
106,1,130,-6
107,1,136,-8
108,1,139,-7
109,1,140,-6
110,1,142,-5
111,1,143,-5
112,1,144,-5
113,1,148,-5
114,1,147,-4
115,1,148,-3
116,1,156,-2
121,1,157,-6
122,1,157,-4
123,1,159,-3
124,1,163,-2
125,1,165,-3
126,1,168,-3
127,1,170,-3
128,1,173,-4
129,1,175,-5
130,1,176,-5
131,1,178,-5
132,1,179,-4
133,1,-179,-3
134,1,-176,-2
135,1,-171,-2
136,1,-168,-2
137,1,-163,-2
138,1,-159,-3
139,1,-158,-5
140,1,-157,-7
141,1,-160,-8
142,1,-163,-9
143,1,-157,-10
144,1,-151,-10
145,1,-146,-10
146,1,-144,-9
147,1,-144,-8
148,1,-143,-8
149,1,-141,-8
150,1,-140,-8
151,1,-138,-7
152,1,-137,-7
153,1,-136,-6
154,1,-134,-5
155,1,-132,-4
156,1,-130,-4
157,1,-128,-4
158,1,-126,-5
159,1,-123,-6
160,1,-122,-2
161,1,-119,-3
162,1,-116,-5
163,1,-115,-5
164,1,-103,-8
165,1,-109,-10
166,1,-115,-7
167,1,-127,-6
203,8,-62,-3
204,11,-65,-6
205,11,-68,-4
206,11,-67,-4
207,11,-66,-6
208,11,-66,-8
209,11,-66,-9
210,11,-67,-8
211,11,-66,-8
212,11,-65,-7
213,11,-65,-6
214,11,-65,-7
215,11,-66,-7
216,11,-67,-7
217,11,-68,-7
218,11,-67,-8
219,11,-66,-8
238,3,-130,13
239,3,-134,15
240,3,-125,17
240,3,-136,11
241,3,-127,14
241,3,-157,5
242,3,-126,16
242,3,-158,4
243,3,-126,15
243,3,-152,-2
244,3,-126,16
244,3,-155,-6
245,3,-126,17
245,3,-153,-6
246,3,-127,17
247,3,-128,17
248,3,-127,16
249,3,-128,15
250,3,-130,14
251,3,-130,14
252,3,-130,14
253,3,-128,15
254,3,-126,15
255,3,-126,14
256,3,-126,12
257,3,-124,11
258,3,-124,11
259,3,-125,11
260,3,-127,10
261,3,-129,12
262,3,-130,13
263,3,-130,13
264,3,-129,13
265,3,-130,15
266,3,-131,15
267,3,-130,15
268,3,-129,14
269,3,-129,14
270,3,-128,14
271,3,-126,14
272,3,-126,14
273,3,-126,14
282,3,-115,5
283,3,-127,8
284,3,-131,12
285,3,-131,13
286,3,-129,13
287,3,-129,14
288,3,-128,13
289,3,-130,12
290,3,-130,11
291,3,-130,11
292,3,-129,12
293,3,-129,13
294,3,-129,14
295,3,-128,13
296,3,-129,12
297,3,-131,12
298,3,-132,12
299,3,-133,14
300,3,-130,13
301,3,-130,13
302,3,-131,13
303,3,-132,13
304,3,-131,12
305,3,-131,12
306,3,-130,12
307,3,-128,13
308,3,-129,13
309,3,-128,12
310,3,-129,12
311,3,-129,12
312,3,-129,13
313,3,-128,13
314,3,-128,13
315,3,-129,13
316,3,-128,14
317,3,-127,15
318,3,-122,14
319,3,-116,11
322,7,-123,4
324,3,-131,16
325,3,-131,15
326,3,-132,14
327,3,-132,14
328,3,-131,13
329,3,-129,13
330,3,-130,13
331,3,-130,14
334,3,-129,17
335,3,-131,14
336,3,-132,14
337,3,-130,13
338,3,-128,13
339,3,-125,13
340,3,-125,13
341,3,-127,14
342,3,-129,15
343,3,-131,15
344,3,-131,14
345,3,-131,13
346,3,-130,12
347,3,-130,12
348,3,-130,12
349,3,-130,13
350,3,-131,13
351,3,-131,13
352,3,-131,14
353,3,-130,13
354,3,-129,13
355,3,-129,13
356,3,-128,13
357,3,-128,13
358,3,-129,13
359,3,-125,10
360,3,-130,12
361,3,-129,11
362,3,-127,12
363,3,-126,13
364,3,-124,11
365,3,-124,10
366,3,-125,9
367,3,-125,8
368,3,-127,10
369,3,-128,10
370,3,-128,10
371,3,-131,9
372,3,-131,10
373,3,-130,10
374,3,-130,10
375,3,-129,11
376,3,-127,11
377,3,-125,11
378,3,-123,11
379,3,-123,11
380,3,-123,11
381,3,-125,10
382,3,-127,10
383,3,-128,9
384,3,-129,9
385,3,-129,8
386,3,-128,8
387,3,-127,8
388,3,-122,8
389,3,-119,8
390,3,-117,8
391,3,-111,9
392,3,-110,9
393,3,-110,10
394,3,-106,10
395,3,-105,9
396,3,-102,7
397,3,-102,7
398,3,-100,7
399,3,-99,8
407,12,-70,2
423,7,136,-2
424,7,135,-4
425,7,136,-3
426,7,140,-3
427,7,141,-5
428,7,139,-6
429,7,141,-6
430,7,144,-6
431,7,145,-6
432,7,147,-7
433,7,152,-9
434,7,153,-9
435,7,155,-10
436,7,157,-10
437,7,158,-10
438,7,161,-9
439,7,162,-8
440,2,169,6
441,7,168,1
442,7,171,0
443,7,174,-2
444,7,175,-2
445,7,175,-3
446,7,177,-4
447,7,178,-5
448,7,180,-6
449,7,-179,-6
450,7,-175,-7
451,7,-170,-8
452,7,-166,-9
453,7,-163,-9
454,7,-159,-8
455,7,-154,-9
456,7,-152,-10
457,7,-150,-9
458,7,-148,-8
459,7,-147,-8
460,7,-146,-6
461,7,-143,-6
462,7,-142,-5
463,7,-139,-5
464,7,-138,-5
465,7,-137,-5
466,7,-137,-5
467,7,-136,-5
468,7,-133,-5
469,7,-132,-5
470,7,-129,-4
471,7,-128,-5
472,7,-126,-5
473,7,-124,-6
474,7,-121,-5
475,7,-117,-5
476,7,-115,-6
477,7,-113,-7
478,7,-110,-7
479,7,-108,-7
480,7,-107,-8
481,7,-111,-9
482,7,-106,-6
483,7,-105,-7
484,7,-105,-8
485,7,-103,-8
486,7,-101,-8
487,7,-102,-7
488,7,-101,-8
489,7,-98,-8
490,7,-97,-7
491,7,-96,-6
492,7,-93,-6
493,7,-89,-4
494,7,-84,-4
495,7,-79,-4
496,7,-74,-5
497,7,-71,-4
498,7,-71,-4
499,7,-70,-4
500,7,-67,-6
501,7,-64,-7
502,7,-63,-8
503,7,-64,-8
504,7,-64,-8
505,7,-64,-8
506,7,-63,-8
507,7,-62,-7
508,7,-59,-6
509,7,-54,-6
510,7,-51,-6
511,7,-49,-6
512,7,-48,-6
513,7,-45,-8
514,7,-42,-9
515,7,-39,-10
516,7,-38,-10
517,7,-36,-11
518,7,-35,-11
519,7,-33,-12
521,7,-29,-9
522,7,-32,-7
523,7,-32,-7
524,7,-28,-7
525,7,-24,-10
526,7,-22,-9
527,7,-21,-9
528,7,-20,-9
529,7,-19,-9
530,7,-17,-10
531,7,-13,-11
532,7,-9,-11
533,7,-4,-10
534,7,-1,-11
535,7,1,-10
536,7,1,-11
537,7,-1,-11
538,7,-5,-9
539,7,-8,-9
540,7,-12,-7
541,7,-16,-6
542,7,-21,-6
543,7,-22,-6
544,7,-23,-7
