4,2,173,26
5,2,169,34
6,12,171,31
7,12,173,30
8,12,167,33
9,12,167,33
10,12,169,33
11,12,170,33
12,12,170,32
13,12,168,32
14,12,167,32
15,12,166,33
16,12,165,33
17,12,164,33
18,12,8,-6
19,5,15,-20
20,5,19,-16
21,5,21,-14
22,5,22,-11
23,5,23,-10
24,5,23,-10
25,5,23,-10
26,5,24,-10
27,5,24,-10
28,5,24,-9
29,5,21,-9
30,5,19,-9
31,5,18,-8
40,0,30,1
41,0,25,4
42,0,24,-2
43,0,25,-5
44,0,25,-6
45,0,25,-6
46,0,24,-6
47,0,24,-5
48,0,24,-4
48,8,32,1
49,0,25,-3
49,8,30,3
50,0,25,-2
50,8,36,5
51,0,24,-2
51,8,40,5
52,0,22,-3
52,8,41,5
53,0,22,-4
53,8,41,4
54,0,23,-5
54,8,42,5
55,0,23,-4
55,8,39,4
56,0,24,-4
56,8,36,3
57,0,24,-5
57,8,31,2
58,0,24,-6
58,8,27,1
59,0,23,-6
59,8,27,1
60,0,21,-5
60,8,26,1
61,0,20,-5
61,8,27,2
62,0,20,-5
62,8,29,2
63,0,22,-4
63,8,29,2
64,0,23,-4
64,8,28,2
65,0,24,-5
65,8,28,2
66,0,23,-5
66,8,28,2
67,0,22,-4
67,8,28,2
68,8,18,-4
68,8,28,1
69,8,20,-4
70,8,27,-5
70,0,18,-5
71,8,28,-2
72,8,27,-1
73,8,27,-1
74,8,24,-1
75,8,22,-1
76,8,20,-1
77,8,21,-2
78,8,19,-1
79,8,14,-2
81,8,13,0
82,8,10,3
83,8,13,2
84,8,10,0
85,8,8,-1
86,8,11,1
87,8,10,1
88,8,8,3
89,8,9,3
90,8,10,4
91,8,12,5
92,8,13,6
93,8,14,10
94,8,8,5
95,8,1,3
96,8,-3,1
97,8,-4,1
98,8,-2,1
99,8,2,3
100,8,4,5
101,8,1,1
102,8,-4,-1
103,8,-8,0
104,8,-9,0
105,8,-7,1
106,8,149,19
107,1,149,26
107,8,6,7
108,1,145,28
109,1,141,26
109,8,2,4
110,1,139,26
110,8,2,4
